property_id,transit_id,neighborhood_id,security_id,utility_id,feature_id,construction_id,address,zipcode,state,city,year_built,square_feet,property_type,bedroom_number,bathroom_number,description
89,91,33,89,89,769,769,6540 Brooke Junction Suite 152,7751,NJ,Paterson,1908,2836,Condo,4,2,"This luxurious 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
90,553,910,90,90,224,224,8606 Sandra Pike,8637,NY,Paterson,1949,1506,Townhouse,2,3,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
91,170,178,91,91,677,677,01545 White Lodge Suite 202,7471,NJ,Newark,1994,2347,Townhouse,3,2,"This charming 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
92,641,552,92,92,667,667,94797 Lisa Route Apt. 380,13132,CT,Buffalo,1977,2197,Condo,2,3,"This charming 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
93,696,385,93,93,691,691,489 Bray Fords,7375,CT,Elizabeth,1973,2195,Apartment,4,1,"This charming 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
94,60,751,94,94,332,332,298 Romero Plains Suite 816,11829,NJ,Albany,1939,2229,Townhouse,2,2,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
95,743,537,95,95,923,923,283 Rachel Fall Apt. 645,6302,CT,Hartford,1919,1710,Condo,5,2,"This luxurious 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
96,181,341,96,96,589,589,646 Joel Circle,7455,NY,Elizabeth,1947,2073,Townhouse,2,1,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
97,156,556,97,97,368,368,0501 Brenda Rapid Suite 444,6105,NJ,Stamford,1945,3493,Single Family Home,5,3,"This luxurious 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
98,553,362,98,98,861,861,395 Patricia Mount,7668,NY,Paterson,1952,1138,Apartment,5,3,"This luxurious 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
99,485,731,99,99,979,979,62244 Ewing Groves,6099,NJ,New Haven,1984,3487,Apartment,5,1,"This charming 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
100,726,220,100,100,454,454,701 Marshall Hollow,11076,CT,Syracuse,1978,3276,Condo,4,2,"This luxurious 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
101,22,984,101,101,499,499,835 Michelle Mills Suite 934,8120,NJ,Elizabeth,1928,3128,Apartment,2,1,"This luxurious 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
102,455,91,102,102,49,49,3609 Shane Ramp,6065,CT,Waterbury,1910,1171,Apartment,5,2,"This luxurious 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
103,77,458,103,103,785,785,9861 Forbes Shoal,6252,NY,Stamford,1955,2334,Townhouse,3,1,"This charming 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
104,648,866,104,104,106,106,53189 Livingston Shore Apt. 723,7914,CT,Trenton,1935,3354,Condo,5,3,"This charming 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
105,132,347,105,105,173,173,1534 Paula Expressway Apt. 981,10732,NY,Buffalo,2021,2128,Condo,4,1,"This charming 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
106,505,426,106,106,646,646,8888 Keith Walk Apt. 703,8284,NJ,Newark,2013,3319,Condo,3,2,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
107,971,160,107,107,953,953,5669 Hill Ridge Suite 402,7824,NJ,Trenton,1925,2093,Single Family Home,4,3,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
108,28,553,108,108,276,276,1763 Thomas Heights,6229,NJ,New Haven,1953,1065,Condo,4,1,"This charming 4-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
109,698,224,109,109,139,139,5449 Kemp Dale,8220,NJ,Trenton,1926,2960,Single Family Home,5,3,"This luxurious 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
110,242,265,110,110,850,850,94502 Nancy Mission Apt. 018,10809,CT,Syracuse,1959,1247,Single Family Home,5,1,"This luxurious 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
111,498,434,111,111,820,820,59732 Morris Drive Apt. 505,6182,NY,Hartford,1973,1400,Single Family Home,2,2,"This luxurious 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
